"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PIR1",9.99498513594231e-50,0.330055993192023,0.321,0.02,2.12273494317143e-45,20,"PIR"
"PLS35",9.74249887544074e-14,0.329889604994881,0.491,0.13,2.0691119111661e-09,20,"PLS3"
"NAV21",4.00008496622248e-24,0.32943310752382,0.302,0.036,8.49538045126331e-20,20,"NAV2"
"SLC16A1",1.70433572692565e-07,0.329398078218941,0.302,0.089,0.00361966821684469,20,"SLC16A1"
"ORAI34",1.42736531087303e-13,0.329392844246212,0.453,0.112,3.03143844723214e-09,20,"ORAI3"
"RNF1282",2.40558299382143e-24,0.329367489592912,0.396,0.058,5.10897716227796e-20,20,"RNF128"
"PDK22",1.02605577975984e-11,0.329183383412963,0.396,0.101,2.17913726505394e-07,20,"PDK2"
"GUSB4",1.91833641365978e-11,0.328345490351663,0.623,0.206,4.07416287533063e-07,20,"GUSB"
"C5orf244",1.14543391833498e-08,0.328215178331437,0.491,0.164,0.000243267255575983,20,"C5orf24"
"COX5B9",0.000847060434678279,0.327962159369088,0.887,0.6,1,20,"COX5B"
"RP11-1069G10.1",6.12476884559817e-257,0.327726213395202,0.17,0,1.30077840742814e-252,20,"RP11-1069G10.1"
"OCLN5",7.28505088787606e-06,0.327654737360589,0.321,0.117,0.154719910756712,20,"OCLN"
"PROZ",0,0.327056927524463,0.245,0,0,20,"PROZ"
"LMAN15",7.75247359040329e-08,0.326884231258149,0.792,0.335,0.00164647034112985,20,"LMAN1"
"COX5A5",0.00104142915318524,0.326729904111919,0.849,0.51,1,20,"COX5A"
"APMAP3",2.3976103382464e-12,0.326713980691223,0.792,0.281,5.0920448363677e-08,20,"APMAP"
"SCN9A1",3.41237055673147e-16,0.326329520597044,0.113,0.008,7.24719258838631e-12,20,"SCN9A"
"RP11-390F4.3",4.34457939783012e-07,0.325784871328821,0.17,0.036,0.0092270177251116,20,"RP11-390F4.3"
"DNAJC221",5.18750766943075e-27,0.32549357464216,0.377,0.049,1.1017228788337e-22,20,"DNAJC22"
"SQSTM16",0.00059344938808565,0.325018295969495,0.887,0.512,1,20,"SQSTM1"
"ADIRF3",3.28777633151905e-14,0.324427867239197,0.472,0.122,6.98257937288016e-10,20,"ADIRF"
"APC",2.3526389247876e-05,0.32439205787539,0.321,0.118,0.49965345484639,20,"APC"
"CHRDL2",6.20833678293152e-291,0.324131995520786,0.302,0.002,1.318526565959e-286,20,"CHRDL2"
"HIBCH2",1.94349953705579e-19,0.323929706461331,0.453,0.085,4.12760431679909e-15,20,"HIBCH"
"ADCK31",7.80476115834069e-08,0.323875443909409,0.302,0.086,0.0016575751748084,20,"ADCK3"
"XDH",6.61106235603808e-38,0.322149007003105,0.302,0.024,1.40405742317537e-33,20,"XDH"
"CPEB42",2.49020010356543e-08,0.321714284110902,0.321,0.093,0.000528868697995226,20,"CPEB4"
"UGT1A4",0,0.320408132092205,0.283,0,0,20,"UGT1A4"
"ALDH7A14",8.43203462947049e-21,0.320032568304499,0.377,0.061,1.79079551460694e-16,20,"ALDH7A1"
"LINC01348",2.24731651293876e-114,0.319918055246772,0.151,0.001,4.77285081017933e-110,20,"LINC01348"
"ABCG8",0,0.319839514397189,0.302,0,0,20,"ABCG8"
"POLDIP25",1.77050829616148e-11,0.319540258804733,0.604,0.197,3.76020551938775e-07,20,"POLDIP2"
"RAB137",1.96228888213048e-11,0.319308683272058,0.623,0.203,4.16750912786871e-07,20,"RAB13"
"GALT",2.12655311686956e-17,0.319308575227253,0.358,0.062,4.51637350960757e-13,20,"GALT"
"USP311",6.7020185121957e-10,0.31875902398182,0.151,0.022,1.42337469162012e-05,20,"USP31"
"SPTBN23",0.000994812947716269,0.318671191276321,0.208,0.08,1,20,"SPTBN2"
"TXNRD22",4.25928837864822e-11,0.318155781029835,0.623,0.211,9.0458766585731e-07,20,"TXNRD2"
"SLC1A42",3.57730870709577e-06,0.317488774611562,0.132,0.027,0.0759748823212999,20,"SLC1A4"
"RNF169",0.000339869947362695,0.316774049733269,0.208,0.074,1,20,"RNF169"
"MOCS22",2.22182203601256e-12,0.316719588741957,0.509,0.146,4.71870564008347e-08,20,"MOCS2"
"MFSD2A1",9.09180579528273e-08,0.316238388551221,0.208,0.048,0.00193091771480215,20,"MFSD2A"
"SNX104",1.61060202431201e-10,0.315942558823212,0.509,0.154,3.42059657923384e-06,20,"SNX10"
"TLE1",1.27795122917343e-16,0.315301097303823,0.34,0.06,2.71411282051852e-12,20,"TLE1"
"TBX31",2.33080252054956e-105,0.314825197593281,0.226,0.004,4.95015839314315e-101,20,"TBX3"
"WDR592",0.00860921708400142,0.314564295855485,0.17,0.074,1,20,"WDR59"
"PALMD2",2.80802176452964e-80,0.314179879408528,0.415,0.02,5.96367662350805e-76,20,"PALMD"
"RAI14",9.73278600659641e-23,0.313342169911919,0.358,0.051,2.06704909208095e-18,20,"RAI14"
"RHOB6",7.01274717098068e-08,0.313339232031741,0.774,0.334,0.00148936724417288,20,"RHOB"
"FBXO251",2.42475003989067e-05,0.313271977199713,0.17,0.046,0.51496841347198,20,"FBXO25"
"NIPAL1",3.19194198215134e-07,0.311589903177431,0.189,0.043,0.00677904638169302,20,"NIPAL1"
"BTAF11",0.00433509396542724,0.311559464352633,0.208,0.09,1,20,"BTAF1"
"L3HYPDH",4.21436191722198e-13,0.311382436141367,0.226,0.036,8.95046183979605e-09,20,"L3HYPDH"
"ZG16",0,0.311369668130503,0.358,0.001,0,20,"ZG16"
"SAA2-SAA4",9.99734029852948e-19,0.31106490818545,0.151,0.012,2.12323513260169e-14,20,"SAA2-SAA4"
"PRKAA11",0.00101719195929367,0.3110551333278,0.283,0.124,1,20,"PRKAA1"
"NDUFV33",8.94832248073497e-12,0.310818526790133,0.566,0.182,1.90044472845849e-07,20,"NDUFV3"
"FANCL",0.000369347052974059,0.310630939710597,0.189,0.064,1,20,"FANCL"
"NEDD4",6.86966578540618e-09,0.31028811870131,0.226,0.05,0.000145897961950456,20,"NEDD4"
"KIF13A1",4.19819961824349e-15,0.308708632853323,0.208,0.027,8.91613634922552e-11,20,"KIF13A"
"HADHA8",5.0151298937873e-06,0.308331200430584,0.736,0.351,0.106511328684255,20,"HADHA"
"MGC32805",1.60033819852793e-208,0.307843522326854,0.17,0.001,3.39879826603361e-204,20,"MGC32805"
"CDC42EP15",3.10340668162415e-09,0.307364778970578,0.453,0.148,6.59101511043338e-05,20,"CDC42EP1"
"PID13",6.74767628285077e-23,0.307089862426371,0.264,0.029,1.43307148895185e-18,20,"PID1"
"FZD5",7.2984692308052e-11,0.307065970330161,0.189,0.031,1.55004889523841e-06,20,"FZD5"
"ABCD31",2.69579819793029e-19,0.306794154512367,0.434,0.083,5.72533621276435e-15,20,"ABCD3"
"AK15",5.53311370563571e-13,0.306373146238382,0.453,0.117,1.17512268880291e-08,20,"AK1"
"NFE2L14",6.45775486506817e-05,0.305481148038289,0.34,0.142,1,20,"NFE2L1"
"GCLM1",1.18851173096728e-22,0.305254927972721,0.434,0.07,2.52416121422831e-18,20,"GCLM"
"PTPN113",1.4167139790657e-07,0.304729829100595,0.547,0.205,0.00300881714873973,20,"PTPN11"
"C1orf531",6.00809868063423e-22,0.30456029711944,0.358,0.055,1.2759999977931e-17,20,"C1orf53"
"CTH",2.09474722356165e-24,0.304350257132489,0.208,0.017,4.44882415340023e-20,20,"CTH"
"ATP2A24",0.00779758145988878,0.304306676484573,0.34,0.183,1,20,"ATP2A2"
"CPT2",4.46882946078523e-32,0.303419417595579,0.434,0.053,9.49090000881567e-28,20,"CPT2"
"ANO64",1.94633729666333e-07,0.302974003491307,0.472,0.172,0.00413363115065358,20,"ANO6"
"SPATA6L",6.30526658105444e-13,0.302939273189396,0.113,0.01,1.33911251648434e-08,20,"SPATA6L"
"LSR5",5.74982468791111e-09,0.302694322365592,0.736,0.258,0.000122114776721856,20,"LSR"
"RUFY3",8.76596784069976e-06,0.302177855592205,0.189,0.05,0.186171625000781,20,"RUFY3"
"RP11-147L13.111",2.73587290910556e-10,0.302082073356173,0.151,0.022,5.81044688435839e-06,20,"RP11-147L13.11"
"TARDBP",1.36403858252573e-06,0.301855021569961,0.245,0.07,0.0289694514156815,20,"TARDBP"
"GOLGA1",0.00391785332037053,0.301131058941373,0.208,0.089,1,20,"GOLGA1"
"TPST11",1.09021316027007e-10,0.300688117180537,0.189,0.031,2.31539470978158e-06,20,"TPST1"
"ECM2",0,0.300687193112364,0.34,0.002,0,20,"ECM2"
"LIN7A",2.71207251398676e-107,0.300248051484844,0.264,0.006,5.75989960520509e-103,20,"LIN7A"
"NEU4",3.04850309307985e-59,0.300000356327547,0.245,0.01,6.47441086908298e-55,20,"NEU4"
"VPS13A",1.31471112376628e-06,0.299492266291581,0.358,0.125,0.0279218348465482,20,"VPS13A"
"PLGLB1",6.4701921752008e-182,0.299232989825522,0.302,0.004,1.37413941416915e-177,20,"PLGLB1"
"RPRD1B",0.00222275493279715,0.299174378331184,0.208,0.086,1,20,"RPRD1B"
"THPO",0,0.299125380786957,0.377,0,0,20,"THPO"
"OSBPL92",4.23402331379968e-08,0.299117330885502,0.509,0.185,0.000899221871384776,20,"OSBPL9"
"EFHD11",7.65931102037803e-127,0.298948362187367,0.34,0.008,1.62668447450789e-122,20,"EFHD1"
"ASAP3",7.1138582724956e-20,0.298591080317218,0.151,0.012,1.51084121991262e-15,20,"ASAP3"
"TRIM41",0.000219690158921033,0.298059959089193,0.208,0.073,1,20,"TRIM41"
"MAPK14",0.00200313306843744,0.297485172507025,0.264,0.116,1,20,"MAPK14"
"UGDH1",1.58568210095846e-18,0.297241542956292,0.453,0.09,3.36767164601557e-14,20,"UGDH"
"GLT1D12",1.30330136671331e-106,0.296956093520198,0.302,0.008,2.76795144262574e-102,20,"GLT1D1"
"EPS8L25",0.00117836589075453,0.296762247185266,0.434,0.202,1,20,"EPS8L2"
"BACE1",4.82944045404038e-09,0.296248718386893,0.245,0.056,0.00010256765636291,20,"BACE1"
"LDLRAD43",4.02843366415336e-10,0.2960772731431,0.302,0.07,8.55558741592891e-06,20,"LDLRAD4"
"TOLLIP1",6.62976968124162e-12,0.295816697400278,0.566,0.175,1.4080304849021e-07,20,"TOLLIP"
"AMACR1",9.70311073044498e-34,0.295545975885041,0.34,0.033,2.0607466569319e-29,20,"AMACR"
"HACL11",1.16862918588738e-05,0.295425300520736,0.208,0.059,0.248193466498762,20,"HACL1"
"RFFL1",8.21725333489484e-07,0.295109506410121,0.245,0.068,0.0174518026326497,20,"RFFL"
"TRIQK1",9.93723923412552e-10,0.294895340271979,0.283,0.067,2.11047086854358e-05,20,"TRIQK"
"SEPSECS",1.6938640534537e-18,0.294447826213898,0.302,0.045,3.59742847672497e-14,20,"SEPSECS"
"SIX5",6.57354495593698e-09,0.29402214140743,0.17,0.03,0.00013960894777419,20,"SIX5"
"GUCD12",1.0282941402813e-10,0.29400260754929,0.491,0.15,2.18389109512942e-06,20,"GUCD1"
"SIRT5",5.11077271282875e-28,0.293738870375504,0.34,0.038,1.08542590875057e-23,20,"SIRT5"
"RNF1031",9.43457003107269e-07,0.293632088843261,0.245,0.068,0.0200371398319922,20,"RNF103"
"ATP5D4",0.000807631666961573,0.293023914358684,0.868,0.603,1,20,"ATP5D"
"UBXN10",2.21843391716418e-14,0.292592322702412,0.151,0.016,4.71150995327329e-10,20,"UBXN10"
"SULT1E1",7.08387912730574e-149,0.29147839604787,0.113,0,1.50447424905719e-144,20,"SULT1E1"
"HDAC6",1.16771458629591e-19,0.291213693169949,0.396,0.069,2.47999223837525e-15,20,"HDAC6"
"PAIP2B",2.85416444725313e-48,0.291181015664794,0.34,0.023,6.0616744530762e-44,20,"PAIP2B"
"TPRG1-AS1",5.53409514957478e-261,0.289362626049266,0.302,0.002,1.17533112786669e-256,20,"TPRG1-AS1"
"NIPSNAP12",1.85503556415247e-08,0.288965368991484,0.547,0.199,0.000393972453114702,20,"NIPSNAP1"
"PPP1R3B",2.60671972011012e-18,0.288838551850638,0.264,0.035,5.53615134156986e-14,20,"PPP1R3B"
"SNX95",6.95879245113354e-07,0.288597895328431,0.434,0.16,0.0147790834077174,20,"SNX9"
"NDUFC16",1.13470641603237e-05,0.287957985358636,0.736,0.343,0.240988948636955,20,"NDUFC1"
"ATP13A31",2.12716223887366e-15,0.287702185414338,0.434,0.095,4.51766716291987e-11,20,"ATP13A3"
"MRPL404",2.93516737866018e-10,0.287632327325376,0.66,0.232,6.2337084787985e-06,20,"MRPL40"
"MLLT45",1.66357278533813e-05,0.287608906985691,0.321,0.117,0.353309588150111,20,"MLLT4"
"CADM13",1.1714746428919e-30,0.287294545795745,0.396,0.047,2.48797784657383e-26,20,"CADM1"
"KIAA12173",2.64080914575955e-12,0.286953529490995,0.208,0.033,5.60855046376414e-08,20,"KIAA1217"
"FRMD4A4",6.87889498653325e-09,0.286696278102929,0.151,0.024,0.000146093971723993,20,"FRMD4A"
"CAPN122",7.71785035117015e-19,0.286423413323072,0.283,0.039,1.63911705758152e-14,20,"CAPN12"
"CLRN3",6.3858820342254e-166,0.286378650713378,0.264,0.003,1.35623362642879e-161,20,"CLRN3"
"SHB",4.24668083078463e-14,0.286290870508537,0.208,0.029,9.01910074842039e-10,20,"SHB"
"LINC01146",8.96383937434239e-119,0.286183898972648,0.226,0.004,1.90374020632284e-114,20,"LINC01146"
"RTKN4",2.82483191748294e-11,0.285707328860649,0.377,0.097,5.99937802635026e-07,20,"RTKN"
"TSPAN93",8.05876866508645e-19,0.285651489463193,0.34,0.055,1.71152128909106e-14,20,"TSPAN9"
"CYP4F11",8.99089525043414e-56,0.28516114694454,0.245,0.011,1.9094863332872e-51,20,"CYP4F11"
"FAHD2A2",2.78191346661108e-21,0.284536955670922,0.377,0.059,5.9082278203886e-17,20,"FAHD2A"
"AP000253.1",1.19667621945152e-210,0.284265118206564,0.226,0.002,2.54150095487114e-206,20,"AP000253.1"
"NR1H34",1.40653571544652e-09,0.284045598288108,0.358,0.1,2.98720055246532e-05,20,"NR1H3"
"USO12",2.83902732578687e-05,0.283516473674499,0.491,0.219,0.602952623450615,20,"USO1"
"PNISR1",0.00119821318952357,0.283513392682388,0.642,0.324,1,20,"PNISR"
"RORC1",3.7595752797152e-31,0.283365379776277,0.321,0.031,7.98458597905915e-27,20,"RORC"
"FBXO91",1.36377329153039e-05,0.28331692949721,0.491,0.207,0.289638171655224,20,"FBXO9"
"KIAA1958",9.05913104068897e-12,0.282626741607851,0.132,0.015,1.92397825042152e-07,20,"KIAA1958"
"NEK63",2.43148722535733e-08,0.282581753927733,0.453,0.156,0.000516399256921389,20,"NEK6"
"PIK3AP14",2.70720306979697e-06,0.282437589819032,0.377,0.138,0.0574955787963481,20,"PIK3AP1"
"SYT172",5.92819089432257e-05,0.281942530406177,0.226,0.075,1,20,"SYT17"
"MARC1",2.28920711494441e-14,0.281576207383303,0.208,0.029,4.86181807071894e-10,20,"MARC1"
"ALPK2",2.04070548784274e-54,0.281532605560957,0.208,0.008,4.33405031508041e-50,20,"ALPK2"
"NDUFA66",1.70836735922176e-06,0.280977131688193,0.774,0.368,0.0362823059751517,20,"NDUFA6"
"TBC1D24",2.52442800125625e-13,0.280515632471339,0.151,0.017,5.36138018906802e-09,20,"TBC1D24"
"ANKHD1",2.42757053389443e-06,0.280482821772965,0.113,0.02,0.0515567429988498,20,"ANKHD1"
"LPGAT15",0.000228719116753737,0.2803830099331,0.528,0.242,1,20,"LPGAT1"
"TCAF12",0.000159145108604178,0.279572194819612,0.283,0.11,1,20,"TCAF1"
"SLC22A9",2.25115189926115e-276,0.279419951337213,0.208,0.001,4.78099640365083e-272,20,"SLC22A9"
"AHI12",0.00179698807198694,0.279213972546381,0.189,0.073,1,20,"AHI1"
"FASN",1.18905864981573e-18,0.279159820501977,0.34,0.054,2.52532276047865e-14,20,"FASN"
"IYD",5.9206656095061e-87,0.279051404726433,0.17,0.003,1.2574309621469e-82,20,"IYD"
"IDE",1.49971032917833e-06,0.278412815938513,0.245,0.069,0.0318508479710894,20,"IDE"
"PEX14",0.00227166299650288,0.278231981687533,0.17,0.065,1,20,"PEX14"
"TOR1AIP25",9.05794162825544e-08,0.278000042417569,0.472,0.172,0.00192372564300889,20,"TOR1AIP2"
"COX6C6",0.00146119869038416,0.277380638718427,0.887,0.652,1,20,"COX6C"
"PEPD3",1.77760902054727e-09,0.277343291243733,0.623,0.214,3.7752860378383e-05,20,"PEPD"
"APOOL",0.000391457494512674,0.276736969243854,0.189,0.065,1,20,"APOOL"
"LRP3",1.30710625921043e-33,0.276679166149308,0.283,0.023,2.77603227331112e-29,20,"LRP3"
"PLGLB2",0,0.27664915342815,0.245,0,0,20,"PLGLB2"
"PMM13",1.08228428861805e-21,0.276428113001847,0.491,0.089,2.29855537216701e-17,20,"PMM1"
"THOP11",2.26001739341195e-24,0.276417113429848,0.434,0.067,4.7998249401283e-20,20,"THOP1"
"CCDC117",3.68045265184837e-06,0.27513098483125,0.208,0.056,0.0781654534199557,20,"CCDC117"
"HTRA12",9.2430984513038e-28,0.273641112421896,0.358,0.042,1.9630492490879e-23,20,"HTRA1"
"PRRG43",2.20462885552205e-14,0.272858019913445,0.396,0.087,4.68219076335772e-10,20,"PRRG4"
"MRPL143",8.62735243059946e-09,0.272451997445565,0.755,0.285,0.000183227710921071,20,"MRPL14"
"MAN2A2",4.89406406666651e-09,0.27242061142208,0.245,0.056,0.000103940132647863,20,"MAN2A2"
"IQSEC12",2.83391204107699e-21,0.272304376916938,0.415,0.068,6.01866239283931e-17,20,"IQSEC1"
"FRY2",2.69218199024571e-25,0.272283349444729,0.208,0.017,5.71765611088384e-21,20,"FRY"
"ACOT4",6.6528286551345e-09,0.272152193166424,0.245,0.058,0.000141292774977746,20,"ACOT4"
"OXT",1.70960209558639e-262,0.271867360929817,0.283,0.002,3.63085293060638e-258,20,"OXT"
"RNF144B2",1.13252061223579e-06,0.271554960181836,0.132,0.025,0.0240524727626636,20,"RNF144B"
"SWI51",0.00656482297168127,0.271429705858852,0.283,0.141,1,20,"SWI5"
"SLC17A91",4.2306381735003e-09,0.271310262708231,0.283,0.071,8.98502935287993e-05,20,"SLC17A9"
"TXNDC176",4.28816989925861e-07,0.271211659623107,0.698,0.301,0.00910721523204544,20,"TXNDC17"
"NDST11",1.83603216624983e-10,0.271071657775157,0.264,0.057,3.89936511468138e-06,20,"NDST1"
"EXT11",3.0118679155023e-21,0.270737175220681,0.358,0.054,6.39660507894378e-17,20,"EXT1"
"CD814",1.522144993593e-10,0.270410445465493,0.642,0.228,3.23273153739282e-06,20,"CD81"
"ABHD61",1.52749175290746e-21,0.270381565483466,0.245,0.026,3.24408698482487e-17,20,"ABHD6"
"CREG15",3.27437295539223e-12,0.270335697742364,0.528,0.157,6.95411328266202e-08,20,"CREG1"
"CPED1",1.38108414336248e-38,0.269748708456432,0.226,0.013,2.93314650367323e-34,20,"CPED1"
"AC007246.32",2.24967012354582e-09,0.269709558126883,0.34,0.092,4.77784940838661e-05,20,"AC007246.3"
"ACBD4",3.9212733252935e-15,0.269360055522146,0.245,0.037,8.32800028825834e-11,20,"ACBD4"
"HSD17B112",2.21821292208217e-06,0.269199409193996,0.642,0.295,0.0471104060391811,20,"HSD17B11"
"CYP2A7",0,0.268917248321055,0.245,0,0,20,"CYP2A7"
"ATP5G14",6.8174064905176e-06,0.268613031845764,0.717,0.35,0.144788079045613,20,"ATP5G1"
"DENND4A",2.1583700610012e-05,0.268412036256462,0.264,0.088,0.458394633555435,20,"DENND4A"
"CYC16",8.73974445355648e-09,0.26839981857315,0.736,0.298,0.000185614692704632,20,"CYC1"
"RP11-12G12.71",3.50974469458397e-29,0.267894311936816,0.264,0.023,7.45399578235745e-25,20,"RP11-12G12.7"
"RBFOX22",6.88766440737995e-10,0.26786495975768,0.302,0.074,1.46280216683935e-05,20,"RBFOX2"
"PAN2",0.000373406309020468,0.267005343230594,0.113,0.029,1,20,"PAN2"
"CTD-2325A15.5",2.20124316866358e-80,0.266939339066148,0.132,0.002,4.6750002416077e-76,20,"CTD-2325A15.5"
"SH2D4A5",1.551824432573e-09,0.266826970116519,0.377,0.108,3.29576472989853e-05,20,"SH2D4A"
"ZFHX41",4.29930519586526e-55,0.266449256538506,0.151,0.004,9.13086437497863e-51,20,"ZFHX4"
"MTUS12",8.94799065432122e-10,0.266094742202098,0.283,0.066,1.90037425516474e-05,20,"MTUS1"
"PIAS2",8.74417226410798e-07,0.266065503581773,0.189,0.045,0.0185708730545125,20,"PIAS2"
"UAP11",4.26616979116515e-07,0.265643099755527,0.396,0.141,0.00906049140247655,20,"UAP1"
"TRIM73",9.96228204904425e-09,0.26506593467388,0.151,0.025,0.000211578946157602,20,"TRIM73"
"HHEX5",5.38709123879584e-25,0.264692811902982,0.434,0.064,1.14411043729546e-20,20,"HHEX"
"UNC13B",2.50895312786384e-08,0.264339473836174,0.151,0.027,0.000532851465295723,20,"UNC13B"
"RP11-30P6.6",2.33697266702612e-257,0.264326415806221,0.189,0.001,4.96326255023007e-253,20,"RP11-30P6.6"
"FAM92A12",2.0643822596304e-09,0.263935117870097,0.208,0.041,4.38433504300303e-05,20,"FAM92A1"
"RILP3",1.75944398380794e-14,0.26262431538114,0.358,0.073,3.7367071328113e-10,20,"RILP"
"CPM3",0.000189015645745136,0.261633985438597,0.189,0.063,1,20,"CPM"
"RND34",0.00107168733636365,0.261613349636135,0.34,0.154,1,20,"RND3"
"FOXA1",1.27088565482766e-28,0.261437879951004,0.208,0.015,2.69910695372298e-24,20,"FOXA1"
"RHOU1",1.39450071002711e-12,0.261013472321027,0.208,0.032,2.96164060795558e-08,20,"RHOU"
"RP11-328K4.11",0,0.260392866151824,0.302,0.001,0,20,"RP11-328K4.1"
"TPD52L12",2.1136972673734e-20,0.260166746628311,0.358,0.057,4.48907025644763e-16,20,"TPD52L1"
"FAM210B3",2.42509100189529e-18,0.259894057608813,0.528,0.116,5.15040826982522e-14,20,"FAM210B"
"POLRMT",3.63493208450743e-07,0.258072997441958,0.245,0.065,0.00771986876107688,20,"POLRMT"
"MCEE2",4.05128549333345e-11,0.257975626908516,0.377,0.099,8.60412013074158e-07,20,"MCEE"
"FAM160A2",7.31999996331964e-05,0.257968197847393,0.264,0.098,1,20,"FAM160A2"
"BTD1",5.26174513909337e-17,0.257705849329008,0.321,0.053,1.11748943264065e-12,20,"BTD"
"CLDN34",6.60600410337517e-17,0.256709526684299,0.472,0.104,1.40298315147482e-12,20,"CLDN3"
"ZNF33A1",3.09861114888568e-08,0.25626203368226,0.321,0.089,0.00065808303580034,20,"ZNF33A"
"NDUFS11",2.64760138970356e-07,0.256052129961291,0.434,0.153,0.00562297583145242,20,"NDUFS1"
"TPST23",5.32600197709657e-12,0.25598275365655,0.547,0.155,1.13113629989577e-07,20,"TPST2"
"AVPR1A",1.83636889048068e-195,0.25581350097074,0.189,0.001,3.90008024960286e-191,20,"AVPR1A"
"CEBPB3",0.000397260894468739,0.254725136150832,0.604,0.295,1,20,"CEBPB"
"PAWR5",2.39126939341405e-06,0.253724237733293,0.377,0.133,0.0507857793773277,20,"PAWR"
"MUT1",8.74577009718684e-23,0.252822546228604,0.434,0.071,1.85742665324054e-18,20,"MUT"
"ZBTB48",5.1354475969922e-07,0.252323915019889,0.226,0.059,0.010906663606492,20,"ZBTB48"
"LINC01093",0,0.252274262175246,0.245,0,0,20,"LINC01093"
"SLC6A1",0,0.251354489249799,0.34,0.002,0,20,"SLC6A1"
"PHRF1",0.00321170080014991,0.251221373562883,0.208,0.088,1,20,"PHRF1"
"SPATS2L5",2.89430260517302e-07,0.251179974958039,0.585,0.217,0.00614691987286646,20,"SPATS2L"
"CTD-2012K14.8",1.4706945205609e-114,0.250939009021198,0.226,0.004,3.12346102276724e-110,20,"CTD-2012K14.8"
"INSR1",7.28760907956848e-13,0.25027737311474,0.34,0.073,1.54774241631875e-08,20,"INSR"
"TPSAB1",0,6.63183207285441,1,0.001,0,19,"TPSAB1"
"CPA3",0,6.24227212824736,1,0.001,0,19,"CPA3"
"TPSB2",0,6.13234792157815,1,0.001,0,19,"TPSB2"
"MS4A2",0,4.54243517465761,0.871,0.001,0,19,"MS4A2"
"GATA21",2.67917482069925e-173,4.20308115221297,0.903,0.03,5.69003148420106e-169,19,"GATA2"
"TPSD1",0,4.01221751469309,0.806,0,0,19,"TPSD1"
"HPGDS",0,3.85317595014834,0.871,0.004,0,19,"HPGDS"
"VWA5A",9.14684898501446e-60,3.83145520609107,0.806,0.076,1.94260778743737e-55,19,"VWA5A"
"KIT",0,3.78986179722407,0.71,0.007,0,19,"KIT"
"CLU4",1.06182445598112e-68,3.75099203864097,0.839,0.068,2.2551027796127e-64,19,"CLU"
"SLC18A2",0,3.64863069477818,0.806,0.002,0,19,"SLC18A2"
"LTC4S2",4.07757713654458e-80,3.30895384567939,0.71,0.041,8.65995832259338e-76,19,"LTC4S"
"C1orf1862",1.11341506480262e-133,3.16703575955122,0.806,0.031,2.36467091462781e-129,19,"C1orf186"
"BACE26",1.0188179956792e-43,3.06544044672416,1,0.185,2.16376565922349e-39,19,"BACE2"
"HDC",0,3.06269005185378,0.71,0,0,19,"HDC"
"RP11-354E11.2",0,2.91122103713817,0.613,0,0,19,"RP11-354E11.2"
"LMO41",2.34394010928875e-17,2.76817296074688,0.71,0.212,4.97806000410745e-13,19,"LMO4"
"PTGS13",6.46043750665624e-97,2.66577264127131,0.613,0.025,1.37206771766365e-92,19,"PTGS1"
"CAPG6",2.36957560553434e-17,2.5901730556204,0.839,0.35,5.03250467103382e-13,19,"CAPG"
"CNRIP12",5.78040924009863e-153,2.55809830997207,0.613,0.015,1.22764331441215e-148,19,"CNRIP1"
"IL1RL11",8.90734421368674e-215,2.50033840516696,0.516,0.007,1.89174176410279e-210,19,"IL1RL1"
"CTSG",1.06195117073229e-306,2.47047189519468,0.323,0.001,2.25537189640124e-302,19,"CTSG"
"MAOB2",2.67081430484908e-74,2.40930880405117,0.548,0.026,5.67227542063848e-70,19,"MAOB"
"RGS131",0,2.40856143188446,0.548,0.002,0,19,"RGS13"
"EGR14",1.22546677155241e-05,2.34095936795376,0.581,0.363,0.260264632942301,19,"EGR1"
"SAMSN13",7.6288313015137e-38,2.30674583841276,0.581,0.058,1.62021119181548e-33,19,"SAMSN1"
"FCER1G6",7.22032593207814e-27,2.29036131365888,0.871,0.17,1.53345282145476e-22,19,"FCER1G"
"ACSL43",3.38696782258379e-33,2.27344078152504,0.613,0.075,7.19324226160344e-29,19,"ACSL4"
"BTK5",1.34138956554345e-47,2.2678467389054,0.645,0.056,2.84884315930119e-43,19,"BTK"
"ATP6V0A2",5.24479693942614e-18,2.26000559712845,0.452,0.072,1.11388997399532e-13,19,"ATP6V0A2"
"LAPTM4A7",2.44290611418713e-18,2.25413825573923,0.903,0.398,5.18824400531063e-14,19,"LAPTM4A"
"NSMCE12",0.000347545879988069,2.24790551278821,0.419,0.233,1,19,"NSMCE1"
"GLUL4",3.9282425914868e-10,2.22896034509218,0.677,0.307,8.34280161579967e-06,19,"GLUL"
"SIGLEC6",2.80064584767776e-139,2.1748068631013,0.484,0.01,5.94801165129803e-135,19,"SIGLEC6"
"ALOX5AP5",2.2013918408843e-17,2.13282565215818,0.903,0.356,4.67531599167008e-13,19,"ALOX5AP"
"FCER1A2",2.5840206845099e-84,2.11630759647808,0.548,0.022,5.48794312976213e-80,19,"FCER1A"
"ANXA12",3.55810676209591e-14,2.11281744267563,0.903,0.582,7.5567071413393e-10,19,"ANXA1"
"VIM8",1.47238308370516e-17,2.10112691354013,1,0.661,3.12704719317302e-13,19,"VIM"
"SLC45A3",6.66793995770059e-45,2.07081338449802,0.484,0.034,1.41613708821645e-40,19,"SLC45A3"
