"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GNLY2",6.18395261344831e-05,3.33562931287228,0.375,0.057,1,24,"GNLY"
"TNFRSF182",6.14880827397281e-07,2.86008868997246,0.5,0.07,0.0130588390122635,24,"TNFRSF18"
"CSF14",0.000833422580032385,2.6065983730571,0.375,0.077,1,24,"CSF1"
"KRT86",1.71040854137914e-10,2.4622141567695,0.25,0.011,3.63256566018101e-06,24,"KRT86"
"ISG155",1.59670140810762e-05,2.34503814631764,0.875,0.395,0.339107445053896,24,"ISG15"
"CMPK25",2.7656492343849e-09,2.30984576959689,0.75,0.127,5.87368584398666e-05,24,"CMPK2"
"RSAD24",1.93910235815422e-11,2.29322505809029,0.625,0.066,4.11826558824793e-07,24,"RSAD2"
"TRAV20",2.16081380301946e-05,2.22443430314864,0.125,0.006,0.458913635485273,24,"TRAV20"
"CKLF2",0.000558525619341367,2.04402388276147,0.625,0.234,1,24,"CKLF"
"S100B1",0.00348748280431307,2.01908524826522,0.125,0.012,1,24,"S100B"
"IFIT16",5.19865108027927e-05,1.9936382758124,0.625,0.163,1,24,"IFIT1"
"OASL1",2.73562493423448e-06,1.9882449923832,0.625,0.127,0.0580992023532719,24,"OASL"
"MX15",3.05906385519552e-07,1.96704885713924,1,0.315,0.00649683981566425,24,"MX1"
"OAS25",3.67754096522282e-08,1.92699897838004,0.875,0.204,0.000781036150194023,24,"OAS2"
"CD26",5.14908073937536e-06,1.91048014286621,1,0.325,0.109356176742854,24,"CD2"
"GZMB3",1.46041905420519e-07,1.87002971979511,0.5,0.058,0.00310163798732097,24,"GZMB"
"ACP53",0.00692591684227523,1.83460830845828,0.5,0.186,1,24,"ACP5"
"IFI66",0.000138032884561419,1.83152843421523,0.875,0.354,1,24,"IFI6"
"CD966",0.000714714568266165,1.76239385959582,0.625,0.191,1,24,"CD96"
"XAF15",0.000707172730414155,1.73945074065914,0.625,0.227,1,24,"XAF1"
"LAG32",3.41869966234731e-07,1.73898930874289,0.375,0.038,0.00726063434289323,24,"LAG3"
"RGS110",0.00136864111025238,1.69314796664421,0.5,0.133,1,24,"RGS1"
"LDLRAD44",0.000437146878916135,1.67417409885498,0.375,0.071,1,24,"LDLRAD4"
"CD3G3",2.22999329208448e-05,1.65764460245725,0.875,0.259,0.473605975372902,24,"CD3G"
"HOXA11-AS",4.68741474497414e-09,1.65460491324158,0.125,0.003,9.95513143537607e-05,24,"HOXA11-AS"
"CD76",0.00307939276632691,1.60136406782237,0.75,0.309,1,24,"CD7"
"SPINK21",0.00161190508024546,1.59149037911597,0.125,0.011,1,24,"SPINK2"
"IL2RB4",2.60471670756254e-06,1.55226665909441,0.75,0.15,0.0553189734352132,24,"IL2RB"
"GZMH3",9.00371271927715e-07,1.53295266861509,0.625,0.097,0.0191220850732008,24,"GZMH"
"PTPN185",0.00764861869249621,1.53254692227688,0.5,0.189,1,24,"PTPN18"
"CTSA4",0.00121503590247735,1.53023773441104,0.75,0.377,1,24,"CTSA"
"ISG203",0.000491309139720198,1.51103107293004,0.875,0.387,1,24,"ISG20"
"DEXI1",3.25634325244624e-06,1.50827565515774,0.625,0.124,0.0691582179954533,24,"DEXI"
"TRBV18",0.0030981477635497,1.50767723000235,0.125,0.012,1,24,"TRBV18"
"CAPG8",0.00906407255967563,1.49904260393424,0.625,0.352,1,24,"CAPG"
"CD54",7.20175977782288e-06,1.49700611975021,0.625,0.112,0.152950974161402,24,"CD5"
"TRANK11",0.00527417670144162,1.47679821484191,0.375,0.097,1,24,"TRANK1"
"IFITM13",0.000753206502365472,1.45400380601193,1,0.752,1,24,"IFITM1"
"FIBP4",0.00345424799528125,1.44098297549759,0.625,0.299,1,24,"FIBP"
"TRIM221",0.00304942620865553,1.43302380909966,0.625,0.249,1,24,"TRIM22"
"SFMBT21",3.7091279212605e-13,1.42543743449672,0.5,0.034,7.87744587917304e-09,24,"SFMBT2"
"UBE2L64",0.000272180666346462,1.42456473790021,0.875,0.434,1,24,"UBE2L6"
"EPSTI12",1.15288997565537e-05,1.40410282685877,0.625,0.141,0.244850773029687,24,"EPSTI1"
"SKI2",0.000981880218956517,1.39612428351076,0.375,0.08,1,24,"SKI"
"CYTIP5",0.00383323280497637,1.39044919058696,0.625,0.241,1,24,"CYTIP"
"S100A1",3.15921723074864e-08,1.37127739136941,0.125,0.004,0.000670954555466396,24,"S100A1"
"MX24",0.00037618939419106,1.36955114396891,0.625,0.201,1,24,"MX2"
"RGL42",3.67228431240583e-09,1.34745716514217,0.625,0.073,7.7991974226875e-05,24,"RGL4"
"SNRPB21",0.00096746160555723,1.32733272204339,0.75,0.337,1,24,"SNRPB2"
"GZMA3",0.00759412269937311,1.31667522557159,0.75,0.298,1,24,"GZMA"
"BAX2",0.00696866547807645,1.30707034594382,0.75,0.422,1,24,"BAX"
"CISH3",0.00161410452139953,1.30306929635196,0.5,0.132,1,24,"CISH"
"SH2D2A5",1.91664549235966e-05,1.30237218780402,0.625,0.125,0.407057169667345,24,"SH2D2A"
"PRKCD4",2.87715885229259e-05,1.30229340262195,0.5,0.095,0.611050997049901,24,"PRKCD"
"TRBV25-1",9.73848786160786e-05,1.29790556523445,0.125,0.007,1,24,"TRBV25-1"
"TESPA12",0.000406436125433919,1.2894902885249,0.375,0.068,1,24,"TESPA1"
"WDR45B",0.00251292661343667,1.28738963859812,0.5,0.159,1,24,"WDR45B"
"CTSC10",0.00405705253899106,1.28233571114366,0.75,0.403,1,24,"CTSC"
"PARP61",0.00848151248571137,1.27362245306055,0.375,0.111,1,24,"PARP6"
"IGHA2",1.09374560120744e-69,1.26567948809085,0.25,0.001,2.32289690784436e-65,24,"IGHA2"
"GPA33",7.15980068871676e-47,1.26341437573092,0.25,0.002,1.52059847026967e-42,24,"GPA33"
"SH3BGRL34",0.00102812300835078,1.24822139172568,1,0.903,1,24,"SH3BGRL3"
"SRGAP3",2.92552456581148e-05,1.24265948968191,0.25,0.025,0.621322907287043,24,"SRGAP3"
"CD525",0.00106532390758859,1.22879755335642,1,0.6,1,24,"CD52"
"DRG2",7.32458198328845e-05,1.21444120497607,0.5,0.1,1,24,"DRG2"
"FAM126A1",0.00024755081470014,1.20803952122251,0.375,0.066,1,24,"FAM126A"
"BOP1",0.0070762621010113,1.20668170168105,0.375,0.109,1,24,"BOP1"
"CDIP13",0.00119801574897259,1.20309591844269,0.375,0.079,1,24,"CDIP1"
"SAMD9L1",0.000233761719227918,1.20033175423499,0.625,0.176,1,24,"SAMD9L"
"DOCK104",0.00181411374209548,1.1998976163564,0.5,0.134,1,24,"DOCK10"
"SEMA4D3",0.00273709339222163,1.19895864089307,0.5,0.145,1,24,"SEMA4D"
"ARHGAP95",0.0074949701802578,1.19803506965265,0.5,0.168,1,24,"ARHGAP9"
"TSEN15",0.00128127758740572,1.19256192726116,0.5,0.142,1,24,"TSEN15"
"IL325",0.00783565705088361,1.19135865544362,0.875,0.668,1,24,"IL32"
"AAK11",0.000186304962199146,1.18735170741385,0.625,0.166,1,24,"AAK1"
"RNF1662",0.00170797103278821,1.1795008236771,0.625,0.205,1,24,"RNF166"
"HMOX21",0.00607309315970606,1.16534977242664,0.625,0.298,1,24,"HMOX2"
"TNFSF13B5",0.00535701926037894,1.16436129688391,0.375,0.1,1,24,"TNFSF13B"
"IRF73",0.00336003684294813,1.14777318404213,0.625,0.257,1,24,"IRF7"
"BTN2A12",5.13130774893993e-05,1.1376907339346,0.5,0.095,1,24,"BTN2A1"
"WDR82",0.00412870958680201,1.13655305400736,0.5,0.161,1,24,"WDR82"
"PTPN223",0.0073100093159315,1.13243603441473,0.375,0.097,1,24,"PTPN22"
"RASAL34",0.00607263204353518,1.12876224875563,0.5,0.16,1,24,"RASAL3"
"R3HDM1",0.00819057401318605,1.12738074480546,0.375,0.107,1,24,"R3HDM1"
"CMC24",0.000372312369800225,1.12080184166786,0.75,0.271,1,24,"CMC2"
"MYL69",0.0032276906739615,1.11773188210874,1,0.891,1,24,"MYL6"
"NME73",0.0012915723724035,1.11618266605663,0.375,0.083,1,24,"NME7"
"PLP25",0.00399976220292252,1.11305683446721,0.875,0.536,1,24,"PLP2"
"STK17B4",0.000345965773855223,1.1107444422547,0.875,0.304,1,24,"STK17B"
"CD3E4",0.00357404020767354,1.10905063255169,0.875,0.464,1,24,"CD3E"
"IFITM24",0.000182617570862469,1.10366730054242,1,0.675,1,24,"IFITM2"
"FLT3LG3",0.000792353526470899,1.0954751303542,0.75,0.242,1,24,"FLT3LG"
"TMIGD23",0.00178630531074494,1.08262181021988,0.25,0.039,1,24,"TMIGD2"
"ZNF5933",0.00171365889019245,1.0789811556008,0.625,0.237,1,24,"ZNF593"
"DUSP52",7.0448000300391e-05,1.06857985919624,0.5,0.096,1,24,"DUSP5"
"DUSP44",0.00520039568641341,1.06794312798139,0.5,0.174,1,24,"DUSP4"
"TBC1D10C4",0.00880683724292158,1.05967671361599,0.625,0.266,1,24,"TBC1D10C"
"ALOX5AP6",0.0099846845075726,1.05909006512235,0.75,0.358,1,24,"ALOX5AP"
"AC104820.2",1.32425620678466e-08,1.05040670538371,0.25,0.014,0.000281245533196925,24,"AC104820.2"
"TAP13",0.000826969310126126,1.04394048276786,0.875,0.379,1,24,"TAP1"
"APOL61",0.00984809970111501,1.03228989806709,0.5,0.189,1,24,"APOL6"
"LDHA6",0.00321002120348153,1.03060231086452,1,0.613,1,24,"LDHA"
"C19orf533",0.00390314088945396,1.02937683356091,0.875,0.548,1,24,"C19orf53"
"MRPL524",0.00227983148943516,1.02780724863513,0.75,0.351,1,24,"MRPL52"
"VAMP4",0.00195482827204514,1.01994047287433,0.375,0.085,1,24,"VAMP4"
"IFI444",0.00744758562565932,1.008541465166,0.5,0.188,1,24,"IFI44"
"ATP6V0E21",0.00855769890434659,1.00121170639315,0.5,0.179,1,24,"ATP6V0E2"
"PPM1M4",0.000398622862835033,0.995161865755704,0.5,0.11,1,24,"PPM1M"
"TANGO2",0.00187684299324614,0.985980511835135,0.375,0.085,1,24,"TANGO2"
"RP11-18H21.11",0.00373688019720931,0.97162685893549,0.25,0.043,1,24,"RP11-18H21.1"
"FAM101B",0.000129367219355674,0.9704015833511,0.25,0.028,1,24,"FAM101B"
"SCAMP1-AS1",0.000281810257159382,0.965249286827949,0.25,0.031,1,24,"SCAMP1-AS1"
"TMPRSS11E",2.15230286522865e-05,0.962837941956853,0.125,0.006,0.45710608251726,24,"TMPRSS11E"
"TPM47",0.00689981781480325,0.962366422143067,0.875,0.481,1,24,"TPM4"
"NUDT16L1",0.00694054321853216,0.961568282829791,0.5,0.17,1,24,"NUDT16L1"
"TYMP5",0.00978586384371066,0.960881939440631,0.625,0.293,1,24,"TYMP"
"SCN1B1",3.18041344667782e-10,0.952654677867629,0.25,0.012,6.75456207805435e-06,24,"SCN1B"
"PHF11",0.00939589614785134,0.949578728212374,0.5,0.177,1,24,"PHF11"
"GBP42",0.00377223477089555,0.940955415396008,0.5,0.152,1,24,"GBP4"
"SMAD7",0.00134227095751593,0.929450715304023,0.25,0.038,1,24,"SMAD7"
"PLA2G61",2.24020731999028e-06,0.92502252363644,0.25,0.019,0.0475775230619536,24,"PLA2G6"
"IL12RB11",0.000216335759801144,0.924622256839086,0.375,0.06,1,24,"IL12RB1"
"CCL54",0.00987819499778733,0.918331077691934,0.75,0.316,1,24,"CCL5"
"IFI353",0.0070335028827311,0.916974720190638,0.625,0.271,1,24,"IFI35"
"TRBC26",0.000639336134260783,0.905658955146497,1,0.426,1,24,"TRBC2"
"MED9",0.000578930094868811,0.904979028817684,0.25,0.034,1,24,"MED9"
"KLRF2",1.16627045536108e-35,0.904475320656497,0.125,0.001,2.47692519309585e-31,24,"KLRF2"
"KDELC1",1.95924399209859e-06,0.901637026489296,0.25,0.02,0.0416104239041899,24,"KDELC1"
"ACAD10",0.000177635687817696,0.899986958414344,0.25,0.03,1,24,"ACAD10"
"ENPP11",3.15921723074864e-08,0.898832840263193,0.125,0.004,0.000670954555466396,24,"ENPP1"
"SCX",7.12483051182805e-07,0.897418130627494,0.125,0.005,0.0151317150410204,24,"SCX"
"UBE2D32",0.00784841740364741,0.892577611848691,0.875,0.589,1,24,"UBE2D3"
"TMEM117",0.000355427981422202,0.88659049474842,0.25,0.032,1,24,"TMEM117"
"MYH96",0.00459230683137884,0.885470880603193,1,0.505,1,24,"MYH9"
"ABHD151",0.00120514133443038,0.882543697311746,0.25,0.037,1,24,"ABHD15"
"FOXK2",0.00230226240134041,0.881727589985587,0.25,0.042,1,24,"FOXK2"
"LSP18",0.00808112997479923,0.881238549059888,1,0.523,1,24,"LSP1"
"TAPBP1",0.00552930828666551,0.880935675642762,0.875,0.516,1,24,"TAPBP"
"RP5-1171I10.55",0.00347456945486912,0.880802469261958,0.375,0.086,1,24,"RP5-1171I10.5"
"RPS27L4",0.00724627637589252,0.880687994208876,0.875,0.502,1,24,"RPS27L"
"ARG2",0.000856381470781619,0.87957172849942,0.125,0.01,1,24,"ARG2"
"DMTF1",0.00191976428220118,0.876731508791717,0.375,0.082,1,24,"DMTF1"
"SLA24",0.0005152818299302,0.875362691845982,0.375,0.065,1,24,"SLA2"
"MAP1LC3B21",0.0034556005636391,0.867137705986903,0.25,0.044,1,24,"MAP1LC3B2"
"LINC00299",1.69832669228483e-06,0.865621012773146,0.125,0.005,0.0360690622907451,24,"LINC00299"
"CHN1",0.00111925587585451,0.865329533804885,0.125,0.01,1,24,"CHN1"
"DHRS131",0.00702015087527236,0.862604460926308,0.25,0.05,1,24,"DHRS13"
"KIAA0753",0.000105410025331408,0.860589488900666,0.25,0.028,1,24,"KIAA0753"
"CARD17",1.27027443284014e-12,0.852505988629916,0.25,0.009,2.69780884046589e-08,24,"CARD17"
"TMSB4X8",0.00750196346394632,0.849987072244111,1,0.992,1,24,"TMSB4X"
"RBM19",0.00966222167966633,0.848037154042762,0.25,0.053,1,24,"RBM19"
"FOXP31",3.687421835175e-05,0.847961259405923,0.25,0.024,0.783134649354466,24,"FOXP3"
"WDR27",5.96680961567286e-06,0.842567993937899,0.25,0.021,0.12672310261766,24,"WDR27"
"HELQ",0.00439617571687779,0.838647667421983,0.375,0.091,1,24,"HELQ"
"TNFRSF91",8.11253840543299e-08,0.838003556335814,0.25,0.015,0.00172294090654586,24,"TNFRSF9"
"GPR25",2.3176528866021e-09,0.837863002185025,0.25,0.013,4.92223120056554e-05,24,"GPR25"
"STAP11",2.81805180173927e-05,0.837371094041276,0.25,0.023,0.598497841653385,24,"STAP1"
"TRAV18",1.37296510205491e-18,0.83605644385275,0.25,0.006,2.91590328374423e-14,24,"TRAV18"
"CDK11A",0.00597622907502171,0.820418764919206,0.375,0.096,1,24,"CDK11A"
"MAPKBP1",0.000155216620490247,0.818278353166921,0.25,0.029,1,24,"MAPKBP1"
"ACTB8",0.00432299386810817,0.814657620891645,1,0.993,1,24,"ACTB"
"CENPH2",0.000593655757342666,0.813786374340821,0.25,0.034,1,24,"CENPH"
"RFX1",0.00801506793763422,0.812043322131593,0.25,0.051,1,24,"RFX1"
"IL2RA1",7.1421933481643e-05,0.811068223062343,0.25,0.026,1,24,"IL2RA"
"RP3-402G11.26",1.72752589042689e-09,0.808628705012639,0.25,0.012,3.66891948608863e-05,24,"RP3-402G11.26"
"EIF5A2",0.00881039899093239,0.804621541025325,0.25,0.052,1,24,"EIF5A2"
"ZNF235",0.000274522976966273,0.796529096938724,0.25,0.031,1,24,"ZNF235"
"AC092580.4",3.7182498768764e-06,0.794456482519884,0.25,0.02,0.078968190885101,24,"AC092580.4"
"ITGB74",0.00230999527594067,0.793863780765876,0.5,0.123,1,24,"ITGB7"
"STAT13",0.00654078628207235,0.793514487405538,0.75,0.353,1,24,"STAT1"
"RP11-464F9.20",6.00410654398871e-09,0.791605417626109,0.25,0.013,0.000127515214781232,24,"RP11-464F9.20"
"N4BP3",1.49049371587405e-07,0.77663359425412,0.25,0.016,0.0031655105537733,24,"N4BP3"
"PBX41",0.00116342062420493,0.76032165709144,0.25,0.036,1,24,"PBX4"
"CTC-523E23.11",0.000507381774702984,0.760052722806619,0.25,0.032,1,24,"CTC-523E23.11"
"FBXO52",3.26876639964482e-05,0.75755267755513,0.25,0.024,0.694220607956567,24,"FBXO5"
"CDADC1",0.00322527969375734,0.756131010954005,0.25,0.043,1,24,"CDADC1"
"GNPDA2",0.00439335743105961,0.755284681591587,0.25,0.045,1,24,"GNPDA2"
"RP11-660L16.2",0.00640265254191029,0.753695835220475,0.25,0.047,1,24,"RP11-660L16.2"
"CAPN123",0.0021428947852309,0.752507813165599,0.25,0.04,1,24,"CAPN12"
"RELT3",0.00906372868659541,0.751557923259267,0.25,0.051,1,24,"RELT"
"SLC25A531",8.4572323502132e-05,0.746499010122305,0.25,0.027,1,24,"SLC25A53"
"TRMU",0.00993198922774262,0.743410970363766,0.25,0.052,1,24,"TRMU"
"HAVCR24",0.0018577901257639,0.717926542575997,0.25,0.039,1,24,"HAVCR2"
"LINC00623",0.00725834715340911,0.713452243448162,0.25,0.048,1,24,"LINC00623"
"AEBP21",0.00958162978730014,0.703448781293601,0.25,0.052,1,24,"AEBP2"
"DENND6B",0.00751175619023263,0.702545470461135,0.25,0.05,1,24,"DENND6B"
"IGHV1-3",3.25968328542081e-13,0.684615106044255,0.25,0.009,6.92291536157671e-09,24,"IGHV1-3"
"RPS265",0.00738146445208638,0.68341875973337,1,0.795,1,24,"RPS26"
"CXCR63",0.00543739479490107,0.675767522346837,0.25,0.044,1,24,"CXCR6"
"BACH21",0.00419960641957949,0.652261388285167,0.25,0.042,1,24,"BACH2"
"TUT1",0.00827652768217466,0.652060542590752,0.125,0.015,1,24,"TUT1"
"LINC00910",0.00037912553658449,0.650492208644433,0.125,0.009,1,24,"LINC00910"
"IL26",1.09551082848665e-35,0.646734926162255,0.125,0.001,2.32664589753994e-31,24,"IL26"
"SULT1E11",8.35243592005386e-29,0.645183032813005,0.125,0.001,1.77389034070104e-24,24,"SULT1E1"
"RP11-875O11.1",4.22190771967924e-05,0.643905208182991,0.125,0.007,0.896648761505476,24,"RP11-875O11.1"
"PSPN",2.85259864984381e-07,0.642963173360998,0.125,0.004,0.00605834901253828,24,"PSPN"
"C10orf91",6.35247681566812e-05,0.641787098950574,0.125,0.007,1,24,"C10orf91"
"C18orf54",8.10541991586614e-09,0.63967346302736,0.125,0.003,0.000172142908173165,24,"C18orf54"
"SNURF",0.00386093332984304,0.635226058862127,0.125,0.012,1,24,"SNURF"
"PPT2",0.00285961670566145,0.628306608447015,0.125,0.012,1,24,"PPT2"
"SGMS1-AS1",4.08337404859731e-05,0.625280955013625,0.125,0.007,0.867226980441096,24,"SGMS1-AS1"
"AL109761.5",5.24221517035376e-70,0.62495000362081,0.125,0,1.11334165787973e-65,24,"AL109761.5"
"LA16c-349E10.1",7.94428322673893e-29,0.623078195006881,0.125,0.001,1.68720687169481e-24,24,"LA16c-349E10.1"
"RP11-80H18.3",0.00144501214388617,0.62173089240892,0.125,0.011,1,24,"RP11-80H18.3"
"TTLL10",2.01483039996716e-08,0.618220507570845,0.125,0.004,0.000427909680345026,24,"TTLL10"
"NAALADL12",0.00420610469474746,0.613143184604151,0.25,0.043,1,24,"NAALADL1"
"ELFN1-AS1",0.00742165551936635,0.609395360476417,0.125,0.014,1,24,"ELFN1-AS1"
"RP11-493L12.4",6.46614235913052e-05,0.608495580109261,0.125,0.007,1,24,"RP11-493L12.4"
"LINC00884",0.00499465118773487,0.607252968590252,0.125,0.013,1,24,"LINC00884"
"RP11-442N24--B.1",2.72145833084121e-06,0.604027431639579,0.125,0.005,0.0577983320304056,24,"RP11-442N24--B.1"
"IQCC",0.00505222350776926,0.602584501515089,0.125,0.013,1,24,"IQCC"
"RP11-10L12.4",0.00145531489187906,0.599993050520495,0.125,0.011,1,24,"RP11-10L12.4"
"CTB-41I6.1",1.03639875691379e-06,0.598313693027545,0.125,0.005,0.0220110367993352,24,"CTB-41I6.1"
"APOL4",0.00747427454294768,0.596723215575089,0.125,0.014,1,24,"APOL4"
"RP11-495P10.1",2.31049461753803e-05,0.596495724960322,0.125,0.006,0.490702846872726,24,"RP11-495P10.1"
"HAL2",7.86179307208269e-06,0.594921063060147,0.125,0.006,0.166968761264892,24,"HAL"
"GPR141",0.000271600439290554,0.59113639235976,0.125,0.008,1,24,"GPR141"
"S100Z1",0.000484220099321671,0.59027078326161,0.125,0.009,1,24,"S100Z"
"KIR2DL4",1.40532303687792e-06,0.585559579637784,0.125,0.005,0.0298462506572133,24,"KIR2DL4"
"UPK1A",5.5807206196181e-70,0.564601921270543,0.125,0,1.18523344519449e-65,24,"UPK1A"
"LINC01160",8.78138470479571e-29,0.561487510665736,0.125,0.001,1.86499048360451e-24,24,"LINC01160"
"ADARB2",0.00190899742361351,0.559433420594479,0.125,0.011,1,24,"ADARB2"
"PCBP3",2.76544018325151e-09,0.558412534181356,0.125,0.003,5.87324186118956e-05,24,"PCBP3"
"DNA2",0.000336556090560494,0.554362518068085,0.125,0.009,1,24,"DNA2"
"RP1-125I3.2",2.21034151193498e-08,0.551479592458973,0.125,0.004,0.000469432330304752,24,"RP1-125I3.2"
"CCDC1411",0.00398392220791834,0.549123376610259,0.125,0.012,1,24,"CCDC141"
"INO80B",0.000378038428778932,0.546328791918853,0.125,0.009,1,24,"INO80B"
"AL354822.1",0.000444992197837077,0.543751460824245,0.125,0.009,1,24,"AL354822.1"
"SLAIN1",1.20891268407243e-05,0.53913339355873,0.125,0.006,0.256748875843303,24,"SLAIN1"
"AC195454.1",4.43416812119368e-06,0.537048394168414,0.125,0.005,0.0941728625579115,24,"AC195454.1"
"CTD-2031P19.5",6.78442697532133e-32,0.535699830117792,0.125,0.001,1.44087660101874e-27,24,"CTD-2031P19.5"
"RP11-259K5.2",2.06890848170726e-08,0.531084900396482,0.125,0.004,0.000439394783344988,24,"RP11-259K5.2"
"ZFP3",0.00141423869716003,0.530391012588046,0.125,0.01,1,24,"ZFP3"
"PLB12",0.00659675464921957,0.529951955466115,0.125,0.014,1,24,"PLB1"
"ARHGAP11B1",0.00288095972254895,0.528487204533263,0.125,0.012,1,24,"ARHGAP11B"
"CHODL",2.52848827274766e-14,0.527148976093419,0.125,0.002,5.37000339366149e-10,24,"CHODL"
"RP11-677M14.3",1.85719697956451e-05,0.526049829664243,0.125,0.006,0.394431494519911,24,"RP11-677M14.3"
"RP11-66N24.6",5.24221517035376e-70,0.525523582193984,0.125,0,1.11334165787973e-65,24,"RP11-66N24.6"
"EVPLL",7.74769086806584e-29,0.52493012196817,0.125,0.001,1.64545458655982e-24,24,"EVPLL"
"CTB-55O6.10",8.53918827448212e-93,0.52475499243424,0.125,0,1.81355280573451e-88,24,"CTB-55O6.10"
"RP11-753H16.3",2.66085082918514e-56,0.524742339318674,0.125,0,5.6511149910234e-52,24,"RP11-753H16.3"
"EFCAB8",2.79746746300882e-56,0.524565866731191,0.125,0,5.94126139793814e-52,24,"EFCAB8"
"RP11-520A21.1",3.86708261977429e-47,0.524403945403959,0.125,0,8.21291006787663e-43,24,"RP11-520A21.1"
"TESC-AS1",3.86708261977429e-47,0.5240363554635,0.125,0,8.21291006787663e-43,24,"TESC-AS1"
"RP11-10K17.6",2.94106927801041e-56,0.523773733650982,0.125,0,6.24624293263851e-52,24,"RP11-10K17.6"
"SYCP2L",3.02592246510499e-24,0.522749636964201,0.125,0.001,6.42645413138998e-20,24,"SYCP2L"
"PLCXD2",0.00596745782497839,0.518694081904464,0.125,0.013,1,24,"PLCXD2"
"AC145212.4",2.16081380938296e-05,0.517713999455541,0.125,0.006,0.458913636836754,24,"AC145212.4"
"PDPN1",4.53076852794672e-10,0.517360514316833,0.125,0.003,9.62244619965324e-06,24,"PDPN"
"RP3-388M5.9",1.87955380837218e-18,0.517268013229978,0.125,0.001,3.99179637822084e-14,24,"RP3-388M5.9"
"SMO",9.04083541303597e-06,0.516975646478994,0.125,0.006,0.192009262502058,24,"SMO"
"RP11-190C22.9",1.31570398937985e-08,0.516013981508296,0.125,0.004,0.000279429213264493,24,"RP11-190C22.9"
"RP11-66N24.3",1.37464713533658e-05,0.515976837868438,0.125,0.006,0.291947558602784,24,"RP11-66N24.3"
"HIST1H2BH1",0.000455198122314688,0.515949145081096,0.125,0.009,1,24,"HIST1H2BH"
"XCL13",0.000434047773130704,0.515721715986287,0.5,0.1,1,24,"XCL1"
"RASSF81",2.63244384696353e-06,0.513050726552159,0.125,0.005,0.0559078424218114,24,"RASSF8"
"KIF7",0.00135474003808572,0.510186854528817,0.125,0.01,1,24,"KIF7"
"XRCC3",0.00712257951684347,0.510082088995336,0.125,0.014,1,24,"XRCC3"
"AC018816.3",0.000390158491341265,0.508144843871262,0.125,0.009,1,24,"AC018816.3"
"RP11-181C3.1",1.28914518235429e-08,0.505628732200851,0.125,0.004,0.000273788653828403,24,"RP11-181C3.1"
"GOLGA8N",0.000316010093491215,0.504718812989319,0.125,0.008,1,24,"GOLGA8N"
"GPC62",0.000262770215020722,0.502960517522776,0.125,0.008,1,24,"GPC6"
"AGAP9",0.00185368286481366,0.502249068164613,0.125,0.011,1,24,"AGAP9"
"CTD-2020K17.1",0.00612450005121196,0.50092531941927,0.125,0.013,1,24,"CTD-2020K17.1"
"SERP21",0.00148312076751503,0.498156069485533,0.125,0.011,1,24,"SERP2"
"ANGPT11",5.54477327128142e-05,0.495656096666715,0.125,0.007,1,24,"ANGPT1"
"IL12RB2",0.00270662081551741,0.494213987428213,0.125,0.011,1,24,"IL12RB2"
"ZNF696",0.00660314259950264,0.494040873963173,0.125,0.014,1,24,"ZNF696"
"ZNF724P",0.00638314020361547,0.493921468059011,0.125,0.014,1,24,"ZNF724P"
"PRRT3",0.00766182486490114,0.488057464935738,0.125,0.014,1,24,"PRRT3"
"RP11-379K17.12",0.00265383901968592,0.487335600260575,0.125,0.012,1,24,"RP11-379K17.12"
"RP11-93H24.3",6.58173112397415e-05,0.482564052521335,0.125,0.007,1,24,"RP11-93H24.3"
"RP11-126K1.61",0.00226548272994173,0.48247720051262,0.125,0.011,1,24,"RP11-126K1.6"
"AP003774.1",1.25006167495408e-05,0.481762766019075,0.125,0.006,0.265488098526748,24,"AP003774.1"
"MMACHC",0.00643685793326519,0.481622497130569,0.125,0.014,1,24,"MMACHC"
"VIPR21",0.000348084413345386,0.471459487046232,0.125,0.008,1,24,"VIPR2"
"SCARF11",0.00890417818728854,0.469686319445076,0.125,0.015,1,24,"SCARF1"
"FLT41",0.00452087135864565,0.461724745699321,0.125,0.013,1,24,"FLT4"
"RP11-664D1.1",0.000783143415849921,0.461456055495196,0.125,0.009,1,24,"RP11-664D1.1"
"RP11-799D4.4",0.00262582953719138,0.45774435334266,0.125,0.011,1,24,"RP11-799D4.4"
"WDR86",0.00487762924533643,0.453304033062173,0.125,0.013,1,24,"WDR86"
"HIC11",0.00916643817058785,0.452744985871001,0.125,0.015,1,24,"HIC1"
"CDKN2B",0.0025192332534013,0.447495211126046,0.125,0.011,1,24,"CDKN2B"
"CFAP57",8.46019789144439e-10,0.425449826845876,0.125,0.003,1.79677682818496e-05,24,"CFAP57"
"LINC01311",4.51590738725287e-06,0.410135000684943,0.125,0.005,0.0959088410904764,24,"LINC01311"
"GLS22",1.74928921631962e-06,0.40791050545056,0.125,0.005,0.0371514043761961,24,"GLS2"
"TMPO-AS1",0.00296148535625085,0.389400566235893,0.125,0.012,1,24,"TMPO-AS1"
"LINC01260",0.00146524971028111,0.382105129526388,0.125,0.01,1,24,"LINC01260"
"RGS91",0.00193019278269027,0.364417917404352,0.125,0.011,1,24,"RGS9"
"TTC16",0.00440370077657948,0.353019751594603,0.125,0.012,1,24,"TTC16"
"CST37",4.33733432927585e-15,3.59102845594837,1,0.372,9.21163064851605e-11,23,"CST3"
