,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
USH1C3,2.08297098503391E-56,1.43630806856859,0.661,0.085,4.47401337875433E-52,19,USH1C
KRT198,3.38380651418699E-17,1.43497741447515,0.821,0.365,7.26807801182225E-13,19,KRT19
SULT1B11,1.27401541067271E-53,1.43267232112531,0.536,0.056,2.73645770058392E-49,19,SULT1B1
MT-CO36,5.16549449941789E-20,1.42599576992064,0.946,0.964,1.10949656352997E-15,19,MT-CO3
ESPN1,1.97739607396673E-118,1.42116254839446,0.554,0.028,4.24724902727315E-114,19,ESPN
COX5A5,1.17597911742069E-15,1.4114870139263,0.804,0.542,2.52588554630791E-11,19,COX5A
NAPRT5,1.72149734705857E-24,1.40184252559286,0.679,0.189,3.69760415174711E-20,19,NAPRT
CYP2C182,6.81406696045272E-51,1.3967305576758,0.536,0.06,1.46359344243564E-46,19,CYP2C18
CA24,3.38764305173622E-26,1.38169231144318,0.643,0.157,7.27631851082423E-22,19,CA2
AOC15,1.49256712327205E-33,1.3799100555608,0.643,0.129,3.20588492407603E-29,19,AOC1
EPCAM8,6.43900325416477E-14,1.3537833426152,0.732,0.321,1.38303350896205E-09,19,EPCAM
PEPD3,6.81892437016609E-26,1.35109120481328,0.625,0.155,1.46463676546797E-21,19,PEPD
NDUFS72,5.05247529136112E-15,1.35074410724791,0.786,0.402,1.08522116783145E-10,19,NDUFS7
GNA112,2.19457658096321E-37,1.34923610350076,0.536,0.079,4.71373103825089E-33,19,GNA11
ACSL55,4.47721394790493E-16,1.33720426472386,0.625,0.221,9.61660783870501E-12,19,ACSL5
SLC22A182,5.81978434334314E-37,1.33649758576796,0.625,0.114,1.25003147910667E-32,19,SLC22A18
PDK42,4.6164042882457E-25,1.33105005449024,0.464,0.082,9.91557477072293E-21,19,PDK4
MEP1A,0,1.32987630294441,0.536,0.002,0,19,MEP1A
SMLR1,0,1.32840934840842,0.393,0,0,19,SMLR1
ADH4,0,1.32304809266848,0.5,0.001,0,19,ADH4
C8G,1.68573869837583E-204,1.31929292971814,0.464,0.01,3.62079815024145E-200,19,C8G
NDUFA62,3.00026426116338E-15,1.3109536115688,0.75,0.38,6.44426760655282E-11,19,NDUFA6
TMEM2563,6.62999194752679E-15,1.30920383610957,0.661,0.274,1.42405597040928E-10,19,TMEM256
UQCRQ5,1.28997629186982E-13,1.30387818297887,0.821,0.585,2.77074007730718E-09,19,UQCRQ
UQCRC14,8.5614485004621E-11,1.30355481520327,0.679,0.377,1.83891352341425E-06,19,UQCRC1
EDF1,2.83407174147923E-11,1.29822435257017,0.786,0.682,6.08730269352325E-07,19,EDF1
TMEM253,0,1.29236220611368,0.571,0.006,0,19,TMEM253
DMBT15,3.88004014920769E-21,1.29033990498084,0.464,0.092,8.33393823648319E-17,19,DMBT1
MUC134,1.31272009630847E-18,1.28521537353028,0.607,0.168,2.81959149486097E-14,19,MUC13
GPA33,1.0160936651764E-239,1.27550582916735,0.571,0.013,2.18246758343238E-235,19,GPA33
SDCBP25,1.10452586495972E-22,1.27246905401082,0.571,0.141,2.37241110534699E-18,19,SDCBP2
BAIAP2L21,3.97287051833985E-53,1.26774859977916,0.571,0.066,8.53332858634216E-49,19,BAIAP2L2
COX7B5,5.26465061865013E-12,1.26392733660628,0.786,0.561,1.13079430637986E-07,19,COX7B
TST5,1.58345168536289E-29,1.25756863650001,0.661,0.154,3.40109587499095E-25,19,TST
XPNPEP2,0,1.24424371992209,0.482,0.003,0,19,XPNPEP2
MT-ND55,5.78761304455502E-19,1.2395663092973,0.964,0.9,1.24312140583997E-14,19,MT-ND5
ACADVL3,2.85550556372368E-13,1.23137949326838,0.661,0.319,6.13334040032209E-09,19,ACADVL
MIR194-2HG2,4.13996643992313E-40,1.23010415444985,0.411,0.044,8.89223391631088E-36,19,MIR194-2HG
SUCLG11,3.3485773892445E-12,1.23003979259814,0.607,0.267,7.19240937435826E-08,19,SUCLG1
CYP3A53,3.65953181092442E-16,1.22966124430802,0.732,0.26,7.86030837668456E-12,19,CYP3A5
SLC6A19,0,1.22581449581655,0.536,0.005,0,19,SLC6A19
CYBRD12,4.69328799282365E-57,1.22271701738543,0.536,0.054,1.00807132797859E-52,19,CYBRD1
ATP1A12,6.78001609163793E-09,1.21912915957557,0.643,0.369,0.000145627965632291,19,ATP1A1
ALDH24,2.3227372345414E-20,1.21138248878968,0.607,0.166,4.98900730607147E-16,19,ALDH2
MT-ND38,1.85923494629883E-16,1.2000095910646,0.964,0.93,3.99345074115526E-12,19,MT-ND3
MT-ATP87,4.71646228624083E-15,1.1987340383436,0.946,0.904,1.01304893446167E-10,19,MT-ATP8
IFRD11,4.06335754259902E-12,1.19289795497693,0.554,0.18,8.72768566574843E-08,19,IFRD1
MALRD1,0,1.19049795755301,0.393,0.001,0,19,MALRD1
MGST37,8.13853876256959E-12,1.19000477525581,0.768,0.499,1.74807674081232E-07,19,MGST3
SLC39A45,7.76093888109641E-15,1.18981212848013,0.661,0.258,1.6669720622707E-10,19,SLC39A4
ALKBH71,1.78269412582044E-10,1.18598345036367,0.732,0.425,3.82904871284972E-06,19,ALKBH7
ACE2,1.87195284982715E-280,1.18447568149109,0.446,0.006,4.02076752614373E-276,19,ACE2
RETSAT3,1.88278319866204E-17,1.18388958976929,0.482,0.118,4.0440300324062E-13,19,RETSAT
MGAM21,6.13063997165281E-147,1.18315777605104,0.286,0.005,1.31680015951131E-142,19,MGAM2
ACY3,7.26797720382859E-115,1.17997981962722,0.482,0.021,1.56108882361034E-110,19,ACY3
MT-ND4L7,8.98357843912772E-16,1.17223680754971,0.982,0.94,1.92958281294024E-11,19,MT-ND4L
MYO15B1,8.2939142029179E-41,1.16803917508259,0.518,0.069,1.78144983164474E-36,19,MYO15B
CALML43,6.49647174251341E-43,1.16601193449064,0.589,0.088,1.39537716557446E-38,19,CALML4
CYC13,1.23294288419241E-11,1.16221522561886,0.679,0.325,2.64823802095687E-07,19,CYC1
CREB3L3,4.27553655073435E-202,1.15594801925041,0.554,0.015,9.18342495732232E-198,19,CREB3L3
TXNDC175,1.17898166283638E-10,1.15184677628251,0.679,0.37,2.53233471360626E-06,19,TXNDC17
ANXA132,7.6290125764025E-252,1.14623501710051,0.464,0.008,1.63863561128549E-247,19,ANXA13
PRR134,1.04338147849875E-12,1.14585033080991,0.821,0.595,2.24107907766747E-08,19,PRR13
DDC,7.61656093782824E-95,1.14144959347374,0.464,0.024,1.63596112383613E-90,19,DDC
PRDX27,5.06582437341275E-10,1.13801986812328,0.696,0.415,1.08808841716532E-05,19,PRDX2
TM4SF42,2.41226107795054E-35,1.13666716807251,0.357,0.037,5.18129556932996E-31,19,TM4SF4
ACAA12,5.73008253056166E-13,1.13382170608719,0.607,0.255,1.23076442673934E-08,19,ACAA1
AURKAIP14,4.08613644972486E-10,1.13292432718861,0.768,0.429,8.77661248036403E-06,19,AURKAIP1
UQCR104,6.96241856491146E-10,1.12913994984359,0.768,0.625,1.49545788355733E-05,19,UQCR10
MOGAT3,0,1.12873699261929,0.464,0.003,0,19,MOGAT3
MEP1B,0,1.12671182480298,0.357,0,0,19,MEP1B
CFTR1,3.37851450091355E-86,1.12663886456344,0.429,0.022,7.25671129651222E-82,19,CFTR
PPP1R14D,5.08289428198974E-122,1.12594460990373,0.554,0.027,1.09175486282858E-117,19,PPP1R14D
C2orf881,4.12583041860396E-65,1.12587217784475,0.518,0.044,8.86187115611944E-61,19,C2orf88
TMEM547,9.73042616351052E-20,1.12573187803207,0.589,0.161,2.08999823566042E-15,19,TMEM54
EPS8L33,2.40499449718861E-18,1.12100496560735,0.464,0.112,5.16568768051141E-14,19,EPS8L3
SLC51B,0,1.11401231007938,0.518,0.002,0,19,SLC51B
COX7A23,6.39546318081136E-09,1.11350712678678,0.75,0.631,0.000137368153660647,19,COX7A2
P4HB5,1.42137967508638E-10,1.11052179225184,0.75,0.523,3.05298140411803E-06,19,P4HB
HADHA2,2.84599757465785E-11,1.10937038881217,0.714,0.357,6.11291819060759E-07,19,HADHA
RP3-335E1.1,0,1.10548518537531,0.482,0.001,0,19,RP3-335E1.1
MT-ND64,6.13539596915772E-10,1.10417561010668,0.804,0.525,1.31782170021539E-05,19,MT-ND6
DHDH1,7.78985401307901E-62,1.10062762654829,0.464,0.037,1.67318274346924E-57,19,DHDH
PDLIM19,1.24789028346672E-18,1.09114178820205,0.696,0.228,2.68034353985817E-14,19,PDLIM1
ETFB5,1.52704553544567E-14,1.08879150376946,0.679,0.279,3.27994110558376E-10,19,ETFB
RP11-380P13.1,8.65307031439588E-234,1.08837260558911,0.196,0.001,1.85859297282909E-229,19,RP11-380P13.1
SLC15A11,1.11896096086536E-150,1.08604290371754,0.446,0.014,2.4034162478427E-146,19,SLC15A1
CISD14,4.15264268107915E-17,1.08510523514724,0.607,0.197,8.91946121468991E-13,19,CISD1
DDT3,1.23799527114422E-05,1.07828313120702,0.464,0.242,0.265909004289068,19,DDT
RHOC6,2.11147118419144E-12,1.07707457480109,0.589,0.225,4.53522895652478E-08,19,RHOC
BDH23,4.59345999457239E-35,1.07492738457877,0.536,0.083,9.86629272234203E-31,19,BDH2
HOOK23,1.14255359781672E-14,1.07270396192802,0.607,0.196,2.45409087275054E-10,19,HOOK2
ZG16,0,1.05799640629395,0.536,0.002,0,19,ZG16
COX6C4,2.44396894600793E-10,1.05484040843229,0.821,0.682,5.24940089913043E-06,19,COX6C
SLC27A4,6.20996679653191E-62,1.05483989566125,0.446,0.034,1.33383876822709E-57,19,SLC27A4
GOLIM41,4.30614863660946E-26,1.05390832048182,0.464,0.081,9.24917665657345E-22,19,GOLIM4
MUC172,6.83454861856832E-40,1.05298711662957,0.375,0.036,1.46799269778229E-35,19,MUC17
LCT,0,1.05178301902938,0.357,0.001,0,19,LCT
CIDEC,1.13424695279067E-200,1.04775728292116,0.429,0.009,2.43624902989908E-196,19,CIDEC
MUC3A4,6.06560876811172E-15,1.03932751126448,0.679,0.234,1.30283210730272E-10,19,MUC3A
PXMP21,3.21739612874073E-46,1.0377421880675,0.518,0.062,6.91064514492222E-42,19,PXMP2
GIPC21,2.24241212620967E-77,1.03415345919531,0.518,0.038,4.81647700588574E-73,19,GIPC2
FCGRT4,1.83499727938348E-09,1.03139691430492,0.661,0.353,3.94139065638778E-05,19,FCGRT
SERPINB62,1.27558545764581E-11,1.02758341306349,0.625,0.293,2.73983000447744E-07,19,SERPINB6
ACTN44,3.38653867602636E-06,1.02516860105225,0.696,0.409,0.0727394642223702,19,ACTN4
FAM3D3,7.44265232044741E-84,1.02222811605556,0.518,0.034,1.5986072919089E-79,19,FAM3D
C17orf78,0,1.02185610870908,0.5,0,0,19,C17orf78
FKBP27,5.6543267170491E-10,1.020214523959,0.786,0.437,1.21449283555498E-05,19,FKBP2
CDX1,8.63678175802554E-288,1.01924291395666,0.446,0.006,1.85509435380631E-283,19,CDX1
ERICH4,0,1.00658171928926,0.464,0,0,19,ERICH4
TM6SF2,0,1.00284495834212,0.482,0.004,0,19,TM6SF2
ATP5J4,1.286406615095E-08,0.999317818020572,0.714,0.561,0.000276307276856254,19,ATP5J
GPD1,0,0.989720969446971,0.446,0.004,0,19,GPD1
GALM2,4.69709404151766E-22,0.98307797008582,0.536,0.119,1.00888882917758E-17,19,GALM
KLF58,7.90601257505707E-12,0.981848855427565,0.643,0.251,1.69813244099651E-07,19,KLF5
NDUFA14,1.62796607918188E-09,0.97508900890266,0.786,0.587,3.49670834147477E-05,19,NDUFA1
PSME25,1.62983022801724E-07,0.973217600281911,0.732,0.539,0.00350071234675823,19,PSME2
EPB41L32,2.83776385291E-39,0.965325829693983,0.411,0.044,6.09523297966539E-35,19,EPB41L3
GCNT12,5.45334088825908E-24,0.965281027442254,0.464,0.083,1.17132308938917E-19,19,GCNT1
TMEM2202,5.40024360640488E-51,0.964833975864314,0.464,0.045,1.1599183242197E-46,19,TMEM220
NDUFV12,3.33781585328472E-06,0.964814965475951,0.607,0.345,0.0716929467127025,19,NDUFV1
SELENBP16,1.4712353386922E-20,0.959811972972592,0.554,0.131,3.16006638397697E-16,19,SELENBP1
OTC,0,0.957196714581781,0.357,0,0,19,OTC
PDXDC13,1.3121611369189E-07,0.956043057606756,0.554,0.242,0.00281839090598811,19,PDXDC1
AIG12,2.68867077152374E-17,0.953585887303778,0.5,0.127,5.77499595015583E-13,19,AIG1
S100A167,3.24100994299475E-14,0.953056786509858,0.696,0.252,6.96136525655842E-10,19,S100A16
HDHD33,1.7453918152218E-16,0.95287755669122,0.554,0.161,3.74892707991491E-12,19,HDHD3
EPN14,2.36170667009654E-11,0.950319932647153,0.643,0.282,5.07270975670035E-07,19,EPN1
SULT2A1,0,0.950252657317572,0.357,0,0,19,SULT2A1
MVP5,5.1990799288544E-08,0.946558513424556,0.643,0.337,0.00111671037791864,19,MVP
RAMP15,3.00022775382365E-16,0.940467497692083,0.571,0.169,6.44418919243782E-12,19,RAMP1
PANK3,2.48345080464842E-27,0.939825346091578,0.393,0.057,5.33420398330433E-23,19,PANK3
BTNL3,0,0.937560084747983,0.411,0.003,0,19,BTNL3
COMTD16,5.30623367841397E-13,0.937396127283173,0.625,0.249,1.13972593178654E-08,19,COMTD1
MCUR11,4.71675381703169E-16,0.934331182160039,0.518,0.138,1.01311155236024E-11,19,MCUR1
ID16,3.2383456541481E-13,0.929886410291761,0.696,0.261,6.95564263054471E-09,19,ID1
UQCRH3,4.77497556963373E-08,0.929877322583207,0.75,0.595,0.00102561700260163,19,UQCRH
ATP5G13,4.43295529257921E-11,0.92954114134367,0.679,0.331,9.52154467293089E-07,19,ATP5G1
SLC37A4,2.98405354436438E-44,0.928368959002138,0.482,0.056,6.40944860794025E-40,19,SLC37A4
AGR36,7.89379114177711E-13,0.925822878275814,0.571,0.198,1.69550739934231E-08,19,AGR3
MT1E3,1.03731713209308E-14,0.923075214723586,0.464,0.126,2.22805346802273E-10,19,MT1E
WASL5,3.74240992961088E-11,0.921426102154741,0.5,0.17,8.03832228781121E-07,19,WASL
ARL144,3.940539635662E-13,0.920695074154013,0.321,0.071,8.46388508343841E-09,19,ARL14
UGT1A1,1.75407119671329E-179,0.91861517161742,0.429,0.01,3.76756952342049E-175,19,UGT1A1
HNF4A,1.99482544423096E-50,0.916878741263741,0.446,0.041,4.28468557166368E-46,19,HNF4A
NDUFA31,2.91329410529424E-05,0.915696183159167,0.661,0.455,0.62574644087615,19,NDUFA3
TMEM45B4,2.73540767602077E-19,0.913097608527562,0.518,0.124,5.87538214732502E-15,19,TMEM45B
DHRS42,5.23367192034155E-20,0.912792184094328,0.554,0.135,1.12414039177016E-15,19,DHRS4
FAM13A2,2.71710760542484E-09,0.908438262485646,0.393,0.126,5.83607542569201E-05,19,FAM13A
NDUFV3,2.56023576543233E-10,0.908022288802011,0.464,0.163,5.49913040057209E-06,19,NDUFV3
AHCYL12,1.99106028846591E-11,0.907831240852132,0.464,0.151,4.27659839359592E-07,19,AHCYL1
PLCB3,1.09950018388434E-43,0.907657245521018,0.554,0.073,2.36161644496518E-39,19,PLCB3
HADHB2,1.10422276084705E-10,0.905994072206786,0.554,0.221,2.37176006802338E-06,19,HADHB
TMEM1254,1.79991635371464E-20,0.905566632995177,0.375,0.066,3.86604033614368E-16,19,TMEM125
FAM135A1,1.05178107208861E-09,0.904841824352481,0.268,0.066,2.25912056473912E-05,19,FAM135A
SLC2A52,3.66478390873863E-46,0.904716248266784,0.482,0.05,7.8715893575797E-42,19,SLC2A5
ACOX12,6.29501979939445E-19,0.904281306635743,0.5,0.121,1.35210730271193E-14,19,ACOX1
PBLD,7.19641499646884E-74,0.896456352138448,0.429,0.026,1.54571797709154E-69,19,PBLD
GLRX6,1.71881062639478E-09,0.896031199275583,0.607,0.273,3.69183334443336E-05,19,GLRX
HNF4A-AS1,9.07140503839526E-210,0.895829805181178,0.125,0,1.94844708819692E-205,19,HNF4A-AS1
PLS15,7.21661745759212E-15,0.895724333295463,0.536,0.156,1.55005726371621E-10,19,PLS1
SLC40A16,4.77367233252184E-06,0.894043854495298,0.5,0.233,0.102533708030237,19,SLC40A1
ITPK11,7.96181972533307E-16,0.891699970443211,0.482,0.12,1.71011925880429E-11,19,ITPK1
GUCA2B,1.08892649320608E-197,0.886804673256317,0.321,0.005,2.33890521475733E-193,19,GUCA2B
TMEM106C2,2.63273105218066E-21,0.886741657060151,0.554,0.132,5.65484302697885E-17,19,TMEM106C
HIP1R2,2.95398383467494E-13,0.885617749075488,0.339,0.076,6.3448618784983E-09,19,HIP1R
SLC35G1,2.88925695907285E-149,0.883135452875494,0.464,0.015,6.20583502239257E-145,19,SLC35G1
LLGL23,5.8733285404707E-13,0.882584265556343,0.446,0.123,1.2615322372077E-08,19,LLGL2
RAB174,1.73535708263252E-30,0.879190753101523,0.518,0.087,3.7273734777864E-26,19,RAB17
BTNL8,1.26465741855383E-80,0.879150342048466,0.5,0.032,2.71635766931178E-76,19,BTNL8
COQ41,6.34349663287228E-15,0.874740736109639,0.554,0.178,1.36251964177464E-10,19,COQ4
ATP5I5,4.62071739770124E-08,0.874344133314402,0.732,0.5,0.000992483889852249,19,ATP5I
TXN8,8.68412619403167E-07,0.873499845833543,0.768,0.606,0.0186526346521606,19,TXN
OAF1,3.77667120189361E-23,0.868512484135126,0.339,0.049,8.11191207454728E-19,19,OAF
DHRS1,5.35953699433923E-18,0.866351830022059,0.429,0.093,1.15117495101412E-13,19,DHRS1
EIF64,3.13239771721024E-07,0.854712343534331,0.643,0.345,0.00672807705679588,19,EIF6
SLC2A2,0,0.852519140910833,0.375,0.001,0,19,SLC2A2
ANKRD93,1.33910601525922E-43,0.848500984678204,0.554,0.073,2.87626581017527E-39,19,ANKRD9
DPEP1,0,0.847940597080096,0.321,0.002,0,19,DPEP1
TDP21,2.34909188555298E-16,0.845276153157667,0.464,0.115,5.04561446097926E-12,19,TDP2
NDUFB103,1.94146112191045E-05,0.840879829656122,0.661,0.5,0.417006434375146,19,NDUFB10
DEGS23,1.36007087844663E-39,0.840649466567191,0.5,0.064,2.92129623981552E-35,19,DEGS2
TMEM41A,1.49430101958673E-13,0.837355614111461,0.446,0.12,3.20960915997034E-09,19,TMEM41A
CYP2C19,0,0.83563857979555,0.339,0.001,0,19,CYP2C19
MST11,1.15482333240926E-95,0.835603466849182,0.464,0.024,2.48044503568184E-91,19,MST1
NBPF11,2.75787866649365E-10,0.835168863105682,0.232,0.049,5.9236475877617E-06,19,NBPF1
ZFAND2B,8.65011684566221E-07,0.821260617101373,0.446,0.18,0.0185795859727979,19,ZFAND2B
RILP,7.23757727969977E-35,0.820528331034935,0.536,0.081,1.55455922390671E-30,19,RILP
SSX2IP,9.39726934281112E-57,0.820426436967672,0.304,0.017,2.0184394821424E-52,19,SSX2IP
NDUFS84,8.88002363569126E-09,0.819983096506024,0.714,0.403,0.000190734027671013,19,NDUFS8
CDKN1A5,1.76515727712209E-07,0.818978852792132,0.571,0.252,0.00379138131553053,19,CDKN1A
COX6B14,5.31536679846635E-08,0.818507538624115,0.786,0.741,0.00114168763464259,19,COX6B1
SPINK16,3.93986460929686E-14,0.816349450242835,0.786,0.277,8.46243519430872E-10,19,SPINK1
SMCO44,1.18830790706E-09,0.813039678740882,0.554,0.223,2.55236655357418E-05,19,SMCO4
C11orf24,9.59722957903772E-12,0.8127178230861,0.393,0.115,2.06138894128151E-07,19,C11orf24
AQP7,2.06458241246851E-188,0.811845781803927,0.375,0.007,4.43451656374111E-184,19,AQP7
SLC25A12,2.48947115554888E-13,0.81092615026277,0.589,0.222,5.34713509500345E-09,19,SLC25A1
TOM1L12,4.61116954148534E-26,0.810363419821316,0.446,0.077,9.90433105815637E-22,19,TOM1L1
DDX3Y,2.50950032953344E-05,0.807779868146092,0.143,0.037,0.539015575780487,19,DDX3Y
TREH,4.76759523712194E-234,0.807235932403162,0.357,0.005,1.02403178098142E-229,19,TREH
TPM16,1.76474537787598E-09,0.806206612739873,0.554,0.231,3.79049659713982E-05,19,TPM1
MAP2K21,4.15529086095332E-13,0.803460008290882,0.625,0.234,8.92514924024163E-09,19,MAP2K2
TJP33,8.43731352948157E-19,0.801354482235848,0.518,0.124,1.81225057299735E-14,19,TJP3
FAHD1,7.23046476978783E-08,0.797323696297007,0.286,0.084,0.00155303152790273,19,FAHD1
SPINT15,2.35678414604353E-13,0.792540963240979,0.625,0.23,5.0621366672869E-09,19,SPINT1
GNG124,6.56766671261925E-23,0.789454103255706,0.5,0.104,1.41066913320349E-18,19,GNG12
COA33,2.29395189013434E-07,0.788782973005791,0.554,0.274,0.00492717926481955,19,COA3
MGAT4B2,3.91852918348617E-16,0.788361492113449,0.5,0.134,8.41660883320995E-12,19,MGAT4B
C1orf2103,5.00519543695108E-28,0.78741353143869,0.411,0.061,1.07506592790272E-23,19,C1orf210
MDK8,3.13100095807328E-10,0.78632883584771,0.696,0.291,6.7250769578456E-06,19,MDK
MS4A10,0,0.785390787031987,0.268,0,0,19,MS4A10
CCDC25,1.26683373449047E-16,0.783781390487266,0.589,0.184,2.72103217831207E-12,19,CCDC25
EPS8L22,5.69449519041294E-14,0.782806887011869,0.536,0.164,1.22312062194879E-09,19,EPS8L2
NAGS,3.16850940571879E-41,0.78264245350691,0.25,0.016,6.80564135254338E-37,19,NAGS
PDK21,6.89417494418905E-19,0.780353434649549,0.429,0.087,1.48079983626237E-14,19,PDK2
KIAA2013,1.0491328813531E-11,0.779532772060455,0.339,0.085,2.25343251585831E-07,19,KIAA2013
GGT61,4.09552047465365E-54,0.778938569529886,0.304,0.018,8.79676842750857E-50,19,GGT6
CBLC4,1.28609573075788E-25,0.77658011182848,0.554,0.116,2.76240502009485E-21,19,CBLC
MINOS12,3.16204630155837E-08,0.771765507666361,0.571,0.255,0.000679175925111722,19,MINOS1
GMDS4,1.30615579368584E-22,0.771451284059257,0.607,0.147,2.80549202925782E-18,19,GMDS
MT1M2,1.96181318852884E-27,0.771189651741167,0.268,0.027,4.21377854764109E-23,19,MT1M
HACL1,1.20514481286574E-22,0.764747811329075,0.411,0.07,2.58853054355432E-18,19,HACL1
TRIM151,4.0721900208122E-53,0.763967297353524,0.429,0.036,8.74665694570253E-49,19,TRIM15
POFUT1,0.000371648991964695,0.763291452243861,0.196,0.07,1,19,POFUT1
FGFR41,1.35458992726552E-24,0.762908933755304,0.161,0.011,2.90952370477361E-20,19,FGFR4
AK14,1.87162023363583E-12,0.760535898310184,0.375,0.097,4.0200530998264E-08,19,AK1
HTATIP24,2.10714093347059E-06,0.758388799722718,0.5,0.246,0.0452592801100147,19,HTATIP2
NDUFS31,9.40079156647122E-11,0.75767692790275,0.589,0.255,2.01919602056235E-06,19,NDUFS3
SLC7A9,0,0.757633859330338,0.339,0.001,0,19,SLC7A9
ADI15,5.07506613638E-09,0.754992250044293,0.589,0.259,0.000109007345543306,19,ADI1
PKN22,2.74756426997395E-05,0.754588624667722,0.446,0.218,0.590149329547705,19,PKN2
NLRP6,1.54446867942217E-231,0.754386993402442,0.268,0.002,3.31736427653087E-227,19,NLRP6
MRPL144,1.49730143742542E-06,0.753565287997326,0.589,0.287,0.0321605375744605,19,MRPL14
ETHE12,1.2351632762854E-08,0.752156745400114,0.589,0.28,0.000265300720113341,19,ETHE1
SCP24,1.62682141120748E-05,0.750871301919463,0.589,0.38,0.349424970913255,19,SCP2
SULT1A3,1.2867127150952E-74,0.750286986847668,0.321,0.014,2.76373024075298E-70,19,SULT1A3
C14orf23,1.07977882903974E-06,0.749538134733298,0.714,0.537,0.0231925694689446,19,C14orf2
UQCR112,1.12892063531058E-05,0.748442967380427,0.732,0.584,0.242480863258359,19,UQCR11
DSP5,2.22097862017047E-10,0.747437565634754,0.536,0.191,4.77043997826416E-06,19,DSP
NEAT14,1.3887356891798E-05,0.746714937361042,0.804,0.657,0.298286538678929,19,NEAT1
CRIP14,0.00220190304724843,0.74546585981908,0.5,0.316,1,19,CRIP1
MRPS251,4.63161404461211E-14,0.74523427865962,0.554,0.178,9.94824380642234E-10,19,MRPS25
PLD11,4.7117519459347E-18,0.744938795021796,0.339,0.061,1.01203720046731E-13,19,PLD1
CLTB2,5.21972094506202E-07,0.744045972796676,0.643,0.376,0.0112114386178987,19,CLTB
KLF46,3.62623975362304E-06,0.73724844687937,0.589,0.294,0.0778880036680692,19,KLF4
SLC28A2,3.10648944080806E-170,0.737220106101543,0.179,0.001,6.67242866991163E-166,19,SLC28A2
OCIAD26,1.26753211524046E-06,0.730835385787789,0.679,0.413,0.0272253223032498,19,OCIAD2
ACO21,3.36271196781924E-15,0.729482755397094,0.571,0.175,7.22276903567895E-11,19,ACO2
RDH5,1.33068319870658E-121,0.729447668994483,0.429,0.016,2.85817444250187E-117,19,RDH5
ACAT12,3.46441812175359E-16,0.728899138155371,0.446,0.105,7.44122368371453E-12,19,ACAT1
PRSS86,4.24360730529044E-11,0.728850184721307,0.571,0.205,9.11484413103333E-07,19,PRSS8
NR1H31,3.39027972738264E-32,0.727952494394426,0.5,0.077,7.28198182644518E-28,19,NR1H3
RNF431,3.44922999019726E-08,0.727575817071315,0.179,0.038,0.000740860109594468,19,RNF43
FBLIM13,1.96584027660628E-21,0.727357536711226,0.446,0.088,4.22242833012264E-17,19,FBLIM1
ATP5L4,3.86748840881688E-07,0.724619989180106,0.804,0.778,0.00830697835329778,19,ATP5L
CCL283,4.79672723448642E-11,0.722971690279673,0.321,0.081,1.03028904269534E-06,19,CCL28
EIF3K5,0.000112704319748059,0.720622432037975,0.75,0.696,1,19,EIF3K
UGT2A31,6.56667674616125E-75,0.72032489429403,0.429,0.026,1.41045649830797E-70,19,UGT2A3
NDUFS63,6.53147971161782E-06,0.718284609455725,0.679,0.399,0.140289652725839,19,NDUFS6
SDHD1,1.96364409597794E-09,0.717217387040727,0.429,0.148,4.21771115375102E-05,19,SDHD
JUP6,1.95327109689531E-08,0.714614428886525,0.554,0.215,0.000419543098902143,19,JUP
ATP5O,1.66625230797934E-09,0.713624491612931,0.393,0.124,3.57894333230883E-05,19,ATP5O
